,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
282259,170770.0,0.0593334472983774,0.812794658231695,-0.0276401322226576,-0.762842769669236,0.846027838418158,-0.607560011772656,1.00189500595085,-0.149319801962277,-0.0389593036371627,-0.429613483459938,-1.50612931452312,0.0662678342504872,0.440549647117996,0.0146840855942358,-0.331610217012597,0.0565851144894577,-0.645848344937158,-0.622637768144957,0.127769784232255,0.0191733311344341,-0.295428666290428,-0.665532882354978,-0.0019573839970404,-0.774863259134742,-0.388984366890108,0.189425224995863,0.248233736366443,0.0907885973359637,8.99,0
48098,43496.0,0.981411212358222,0.175640378405797,0.890730102244001,2.56744390389336,-0.200267250430634,0.603324075059722,-0.189513798645548,0.292987298884174,-0.487753067257484,0.639256647573653,0.967816023936167,0.745255849651414,-0.594624424233201,0.205707116341758,-1.03292823647698,0.204690387300393,-0.187686443398678,-0.575423624206328,-0.662369500371585,-0.127401887650759,-0.188380795141114,-0.554776982635292,0.0680970144214852,-0.0226530060156316,0.242777070866262,-0.170619164286857,0.0106974487329799,0.0198296124007393,49.29,0
67719,52670.0,0.928218961305586,-0.376847656364055,0.83025107806693,1.10204906320004,-0.653142837856079,0.473964830923473,-0.565477113429474,0.368555889882702,0.364973417704235,0.131995761507903,0.941830414067956,0.0532991810760906,-1.41272650328687,0.563764885674796,1.09227020042171,0.694843930155992,-0.67305611122435,0.558011579219644,-0.597911992408413,-0.0275442136510945,0.12833990252176,0.0944906317439777,-0.0673723880810325,-0.35495877887478,0.179706404260371,-0.396850142382475,0.0388211796692266,0.0362748218357727,105.39,0
222189,142867.0,1.91950963572853,-0.281413194119145,-0.165188391131184,1.25520622025026,-0.746065288935087,-0.338589790492163,-0.700710739274705,0.176892999942637,0.911221375670632,0.449381064869048,0.548793680674624,0.0171744807071932,-1.76930776317606,0.558198032538722,0.263357007969235,0.711594780576679,-0.904212106498592,1.02689888102689,-0.494117676110688,-0.369453799176214,0.258198051940237,0.793738606174193,0.164075661639477,0.0127348200762562,-0.189697540977793,-0.580305919790125,0.0428309634455088,-0.0438832361765747,0.0,0
179315,124018.0,-0.307560711349906,0.311963141586263,-0.404733706878857,-1.08537262424486,1.58487776001184,1.74687220393752,1.46224724485986,-0.0074823019593196,0.422526324474138,-1.194085983792,1.16680223455424,-0.0214411682619503,-0.994662237162216,-1.82616253665839,-0.177758047551835,-0.465599969815821,1.20043125101155,-0.346710648795482,-0.604295584859853,-0.0425243004083894,-0.249840463301335,-0.226391414840744,-0.143348308309887,-1.09433428872103,-0.0006465908647113,-0.0650023557166334,-0.37733514391193,-0.485180701039954,152.07,0
223341,143342.0,-0.21437049072347,0.796899636773122,-1.55202967589618,-1.10559345317461,3.13003179767028,3.39750484962573,0.38840247032762,0.774329964194792,-0.368132372643946,-0.596967272745534,0.156738429790403,-0.248080695251799,-0.3412692060683,-0.676654280673511,0.599251733790473,-0.203377019464914,0.661758270787745,-0.231243737699496,0.588997149906572,-0.0091656391055478,-0.184376666673998,-0.603066725436082,0.212117077338303,0.612831929865294,-1.0589848560127,0.194736999570129,-0.061339285162792,0.242012362992806,10.82,0
133954,80587.0,-0.824094061119753,1.69101357680485,0.98107308388695,1.54541362492954,0.453900136712154,-0.307645994156441,0.581475311946336,0.108857328114867,-1.12482849910808,-0.642013942055713,0.41070298761092,0.201173379338098,1.07007397646052,-1.14683595272978,1.99227442413009,-0.560226019585726,1.61714694077259,0.272279238664092,0.913141193812634,0.182993692226615,0.0578435136482469,0.338131945180055,-0.309887981660445,0.0106989711493335,0.345293668800519,-0.0545088092874252,-0.277366557450022,-0.178382516957448,1.0,0
97581,66282.0,-1.78756787926528,-0.0316747994081004,1.47320223238633,-0.436218201329706,0.971792160989798,-0.28470498751043,0.46419526295354,0.0517169305923689,-0.528276158632181,-0.253109415561846,1.31860101045903,0.89119316710323,0.494823295575778,0.0682498756888752,0.144412384760613,0.477169716723706,-0.794989819542178,-0.356775454756001,-0.456894182169494,-0.38888619775215,-0.227823104553559,-0.506484668891694,0.482215650516371,-0.332857578859567,0.393037136713038,0.0462629341439179,-0.464974905394308,0.169638862192269,1.98,0
108781,71071.0,-0.429350818850117,1.10569868321362,1.71630713440354,0.03740675358191,-0.180896522399439,-1.07217638489274,0.74662416370564,-0.118668208325365,-0.501128761816146,-0.327473810930489,-0.012685437927372,0.352211941380152,0.526063220965551,0.0513886804605782,0.763187733997772,0.0769021880413349,-0.305876416593863,-0.527710943796874,-0.112650353441079,0.116531765300255,-0.201594042964811,-0.488822763338144,0.0065988128719662,0.707791154755476,-0.219933686605208,0.0491727741445833,0.270147141780916,0.125270553672785,0.99,0
85294,60707.0,1.19860047014904,-0.205849939474349,0.569939775282245,-0.218399861222039,-0.648338330798345,-0.256355735455406,-0.470923152261684,0.188179212115449,0.31202790942137,-0.0526211481385105,1.48858666414115,0.364331789827444,-1.16246792311227,0.590738175467273,0.933656847022457,0.36642061928664,-0.269367718997723,-0.22606034320744,-0.0310488095606112,-0.164145058301119,-0.0691462142264549,-0.243496602166594,0.12918805305386,0.0479911631068703,-0.0247732040586958,0.9208749053329,-0.0656486151119839,-0.0068948509770288,1.15,0
27927,34772.0,-1.28324806264545,0.637446002684913,1.78748310572981,0.830158367925208,1.29978830350087,-0.977837598279684,1.07497850375852,-0.189243144413866,-1.25742082091382,0.294703922537788,0.939515082496743,-0.0925658875328244,-1.18714707652871,0.356788559200604,-1.50555072778991,1.08359966384478,-1.39248158156593,0.0352991687830344,-2.22908876700326,-0.235439156344102,0.0732415584599208,0.0197094354937523,-0.212614493237017,0.4917072087445,0.213297242651612,-0.383787628808808,-0.327146876077916,-0.035992980166938,11.72,0
108629,70998.0,-1.20222981199222,1.56229939243143,0.565079578920967,-0.240391443179326,-0.011315543668768,-0.117153612211852,0.0838824859026735,0.71916186830529,-0.32430039721337,0.0283097499454797,1.20408242663107,0.429475981867207,-0.50360263677973,0.0787690601768311,0.531198514669175,0.49252103905208,0.104496458240934,0.0971139186856367,-0.0965032944017324,0.202322007778465,-0.233051874655114,-0.632452024930954,0.0273808630844875,-0.384105333805962,-0.118697369370867,0.118065498002852,0.346731916076798,0.12868606267576,1.98,0
111992,72469.0,-0.899688796301817,1.58998677231294,1.87409618118779,2.78075446060437,-0.230846185905069,0.689919277738745,-0.0528494373470459,0.757053253746401,-1.45448187315213,0.573303967066235,0.357177175669922,0.330394206077163,-0.300039961176143,0.414066646443661,-0.518516725874017,-0.0552265255529179,0.237961686065688,0.364064335604677,1.6538102480796,0.16063958938185,-0.209887515653485,-0.525985432716621,-0.175154340220756,-0.0143773561774367,0.164366964694343,0.128788944067764,0.210111099866413,0.0751612648265995,1.0,0
72167,54594.0,1.48577355739099,-0.883672985452635,0.375404739193682,-1.30925418364485,-1.35764427429888,-0.844338317886102,-0.833524083844603,-0.20767528311593,-2.03170329160482,1.41395328632016,0.0956025525747789,-0.524491853048854,0.753004957920311,-0.251325679476201,0.687880526602597,-0.921638755494142,0.923540817502063,-0.649292716230695,-0.724057312801677,-0.371405394281628,-0.100892022003708,0.186908624549485,0.0398976611637669,0.401704815364284,0.419814773714531,-0.105677298588996,0.0409196551761364,0.0146582860988714,4.0,0
246113,153038.0,-0.0014542519813208,0.317394873179417,-0.423036799555681,-2.4601296333235,0.495998326991823,-0.882981130507893,0.639220536490352,-0.275604737826694,-0.982863159500559,0.373799206125173,-1.2229343704611,-0.9608959497311,0.315458033510347,-0.215117187166112,-0.524949372521367,1.1587092111143,-0.375755766197159,-1.10384494105302,-0.234136998960284,0.063654139220872,0.535448164452599,1.57291659834501,-0.160794168660601,0.52875813291124,-0.655334095057721,-0.238639911120505,0.330302742229037,0.300937690352153,15.0,0
102169,68077.0,-1.28199667890956,-0.428812806466949,0.942571895891195,-1.35353688648519,-1.80608422427818,-0.189053870845471,-1.43789287415732,0.884865010586785,-2.85530970224356,1.03270336425826,0.558948036069341,-0.235603685656818,0.999606620383023,0.205704311564269,0.417648645129534,-0.0798343757803307,0.67607288959208,1.26720844668017,1.11536527459896,-0.347385525876212,0.162559513206063,0.625233483450581,0.179218594664199,0.0203550472130419,-0.303455233512872,-0.0195994156408648,-0.0818550202808542,-0.202967233859451,30.0,0
52390,45421.0,0.642855595277572,-2.40890476767053,0.262728886519354,-1.10518032269506,-2.10595715788185,-0.452781587484826,-0.640541601295075,-0.121753560704004,-2.00035039634976,1.39573035320133,1.22160916364387,-0.306928647165245,0.200752764591915,-0.0245383704059555,0.141831403460062,0.0786218589408255,0.205281005797399,0.537108792094996,-0.0822736394792326,0.5269216208948,-0.0648646273716385,-0.846780122154923,-0.20208650095221,0.283921809665494,-0.064676502346884,-0.471106719807886,-0.0426360677792604,0.0924574561359612,435.7,0
